Ville,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,Prix
Casablanca,1996,Manuelle,Diesel,144999.5,Mercedes-Benz,Classe C,5.0,Dédouanée,Oui,8,48000
Marrakech,2022,Automatique,Essence,27499.5,Fiat,500,3.0,WW au Maroc,Oui,7,135000
Casablanca,2023,Automatique,Diesel,27499.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,257000
Oujda,2023,Manuelle,Diesel,52499.5,Citroën,C4,5.0,WW au Maroc,Oui,6,205000
Salé,2024,Automatique,Diesel,12499.5,Peugeot,3008,5.0,WW au Maroc,Oui,7,365000
Casablanca,2022,Automatique,Diesel,62499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Non,7,295000
Casablanca,2015,Manuelle,Diesel,194999.5,Mercedes-Benz,Classe C,5.0,Importée neuve,Non,6,275000
Casablanca,2017,Automatique,Diesel,144999.5,BMW,Série 5,5.0,WW au Maroc,Non,8,295000
Agadir,2019,Automatique,Diesel,62499.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Oui,8,320000
Marrakech,2009,Manuelle,Essence,87499.5,Hyundai,i10,5.0,WW au Maroc,Non,6,69000
Casablanca,2021,Manuelle,Diesel,104999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,138000
Fès,2023,Automatique,Diesel,97499.5,Skoda,Octavia,5.0,WW au Maroc,Oui,8,273000
Temara,2015,Manuelle,Diesel,134999.5,Fiat,500,3.0,WW au Maroc,Non,5,98000
Casablanca,2017,Automatique,Diesel,164999.5,Land Rover,Range Rover Evoque,3.0,Importée neuve,Oui,8,250000
Agadir,2022,Manuelle,Diesel,62499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,148000
Casablanca,2013,Automatique,Diesel,224999.5,Mitsubishi,Pajero,5.0,WW au Maroc,Non,13,129999
Agadir,2022,Manuelle,Diesel,134999.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,159000
Marrakech,2019,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,345000
Casablanca,2024,Manuelle,Diesel,87499.5,Peugeot,301,5.0,WW au Maroc,Non,6,135000
Casablanca,2022,Manuelle,Diesel,72499.5,Renault,Express,5.0,WW au Maroc,Oui,6,148000
Marrakech,2019,Automatique,Diesel,194999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,345000
Rabat,2019,Manuelle,Diesel,97499.5,Citroën,C3,5.0,WW au Maroc,Oui,6,125000
Rabat,2025,Automatique,Essence,7499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,9,200000
Taza,2016,Manuelle,Diesel,47499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,130000
Temara,2022,Automatique,Diesel,67499.5,Land Rover,Range Rover Velar,5.0,WW au Maroc,Oui,8,550000
Fès,2021,Automatique,Diesel,92499.5,Renault,Megane,5.0,WW au Maroc,Non,6,195000
Fès,2023,Automatique,Diesel,67499.5,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,285000
Fès,2023,Automatique,Essence,27499.5,Opel,Mokka,5.0,WW au Maroc,Oui,7,215000
Marrakech,2014,Manuelle,Diesel,154999.5,Ford,Kuga,5.0,WW au Maroc,Oui,8,140000
Rabat,2017,Manuelle,Diesel,144999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,176000
Tanger,1996,Manuelle,Diesel,374999.5,Mercedes-Benz,220,5.0,WW au Maroc,Non,9,56000
Casablanca,2008,Automatique,Essence,224999.5,Mazda,CX-9,5.0,WW au Maroc,Non,21,55000
Fès,2022,Automatique,Diesel,82499.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,219000
Fès,2017,Automatique,Hybride,144999.5,Ford,Fusion,5.0,Dédouanée,Non,11,185000
Fès,2020,Manuelle,Diesel,87499.5,Opel,Corsa,5.0,WW au Maroc,Non,6,150000
Fès,2016,Manuelle,Diesel,134999.5,Nissan,Qashqai,5.0,Importée neuve,Non,6,157000
Agadir,2016,Manuelle,Diesel,224999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,165000
Fès,2024,Automatique,Diesel,7499.5,BMW,Série 2,5.0,WW au Maroc,Oui,8,400000
Berrechid,2012,Manuelle,Diesel,224999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,8,100000
Temara,1999,Manuelle,Essence,224999.5,Volkswagen,Golf 4,5.0,WW au Maroc,Non,8,55000
El Jadida,2018,Manuelle,Diesel,134999.5,Skoda,Octavia,5.0,WW au Maroc,Oui,8,183000
Rabat,2006,Manuelle,Essence,164999.5,Peugeot,407,5.0,WW au Maroc,Non,11,47000
Marrakech,2017,Manuelle,Diesel,104999.5,Skoda,Rapid,5.0,WW au Maroc,Non,6,142000
Casablanca,2018,Automatique,Diesel,144999.5,Alfa Romeo,Stelvio,5.0,WW au Maroc,Non,9,250000
El Kelâa des Sraghna,2009,Manuelle,Diesel,274999.5,Ssangyong,Actyon,5.0,WW au Maroc,Non,8,68000
Bouznika,2015,Manuelle,Diesel,184999.5,Mercedes-Benz,180,5.0,WW au Maroc,Non,7,140000
أكادير,2019,Manuelle,Essence,104999.5,Hyundai,i10,5.0,WW au Maroc,Oui,5,100000
Agadir,2018,Manuelle,Diesel,144999.5,Volkswagen,Caddy,5.0,WW au Maroc,Oui,8,205000
Moulay Bousselham,1988,Manuelle,Hybride,7499.5,Mercedes-Benz,250,5.0,Importée neuve,Non,10,27000
Agadir,2023,Automatique,Diesel,62499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,168000
Salé,2021,Automatique,Diesel,62499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,6,265000
Kénitra,2014,Manuelle,Diesel,164999.5,Fiat,Grande Punto,5.0,WW au Maroc,Oui,5,82000
Tanger,2004,Manuelle,Diesel,274999.5,Citroën,Xsara,5.0,WW au Maroc,Non,7,41000
Casablanca,2011,Manuelle,Diesel,224999.5,Renault,Kangoo,3.0,WW au Maroc,Non,6,85000
Salé,2015,Manuelle,Diesel,194999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,163000
Salé,2008,Manuelle,Essence,114999.5,Kia,Picanto,5.0,WW au Maroc,Non,6,57000
Casablanca,2022,Automatique,Essence,42499.5,Fiat,500,3.0,WW au Maroc,Non,6,155000
Salé,2018,Manuelle,Diesel,154999.5,Hyundai,Accent,5.0,WW au Maroc,Non,6,120000
Kénitra,2015,Manuelle,Diesel,224999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,95000
Meknès,2021,Automatique,Hybride,114999.5,Toyota,C-HR,5.0,WW au Maroc,Oui,6,200000
Guelmim,2002,Manuelle,Essence,32499.5,Honda,Civic,5.0,WW au Maroc,Non,9,47000
Casablanca,2022,Automatique,Diesel,72499.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,400000
Fès,2022,Manuelle,Diesel,82499.5,Fiat,Tipo,5.0,WW au Maroc,Non,5,132000
Casablanca,2020,Automatique,Diesel,134999.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,188000
Casablanca,2023,Automatique,Essence,52499.5,MG,ZS,5.0,WW au Maroc,Oui,9,160000
Agadir,2017,Automatique,Diesel,194999.5,Land Rover,Discovery Sport,5.0,WW au Maroc,Non,8,169000
Salé,2006,Manuelle,Essence,12499.5,Volkswagen,Gol,5.0,WW au Maroc,Non,6,37000
Marrakech,2010,Automatique,Diesel,22499.5,BMW,Série 7,5.0,Importée neuve,Non,12,90000
Temara,2010,Manuelle,Essence,184999.5,Fiat,Albea,5.0,WW au Maroc,Non,8,26000
Casablanca,2016,Automatique,Diesel,164999.5,Volkswagen,Jetta,5.0,WW au Maroc,Non,6,150000
Agadir,2016,Automatique,Diesel,224999.5,Volkswagen,Touareg,5.0,WW au Maroc,Non,12,180000
Belfaa,2009,Manuelle,Diesel,274999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,55000
Fès,2020,Manuelle,Diesel,57499.5,Opel,Corsa,5.0,WW au Maroc,Non,6,168000
Tanger,2015,Manuelle,Diesel,274999.5,Citroën,Berlingo,5.0,WW au Maroc,Non,6,110000
Salé,2008,Manuelle,Essence,27499.5,Peugeot,Boxer,3.0,WW au Maroc,Non,7,95000
Marrakech,2022,Automatique,Hybride,104999.5,Toyota,Corolla,5.0,WW au Maroc,Non,9,187000
El Jadida,2018,Manuelle,Diesel,164999.5,Renault,Clio,3.0,WW au Maroc,Oui,6,128000
Dar Bouazza,2017,Automatique,Diesel,194999.5,Audi,Q5,3.0,WW au Maroc,Oui,8,290000
Midelt,2008,Manuelle,Diesel,324999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,100000
Er-Rissani,2017,Manuelle,Diesel,87499.5,Renault,Kangoo,5.0,WW au Maroc,Oui,6,137000
Casablanca,2018,Automatique,Diesel,124999.5,Land Rover,Range Rover Velar,5.0,WW au Maroc,Oui,8,355000
Casablanca,2013,Manuelle,Essence,12499.5,Renault,Clio,5.0,WW au Maroc,Non,7,68000
Meknès,2022,Automatique,Essence,87499.5,Abarth,595,3.0,WW au Maroc,Oui,8,192000
Ait Melloul,2010,Manuelle,Diesel,274999.5,Dacia,Duster,5.0,Importée neuve,Non,6,115000
Tanger,2017,Automatique,Diesel,194999.5,Mercedes-Benz,Classe E,5.0,Dédouanée,Oui,9,385000
Kénitra,1992,Manuelle,Diesel,424999.5,Mercedes-Benz,190,5.0,Dédouanée,Non,8,67000
Fès,2019,Manuelle,Diesel,154999.5,Dacia,Dokker,3.0,WW au Maroc,Non,6,139000
Rabat,2015,Automatique,Diesel,224999.5,Honda,Accord,5.0,WW au Maroc,Non,9,153000
El Jadida,2023,Automatique,Essence,22499.5,Hyundai,Tucson,5.0,WW au Maroc,Non,8,310000
Casablanca,2021,Automatique,Diesel,124999.5,Audi,A4,5.0,WW au Maroc,Non,8,295000
Casablanca,2017,Manuelle,Diesel,47499.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,112000
Agadir,2014,Automatique,Diesel,224999.5,Audi,A3,5.0,WW au Maroc,Oui,8,175000
El Jadida,2010,Manuelle,Diesel,174999.5,Renault,Megane,5.0,WW au Maroc,Non,7,98000
Casablanca,2019,Manuelle,Diesel,134999.5,Seat,Leon,5.0,WW au Maroc,Non,8,210000
Settat,2012,Manuelle,Diesel,164999.5,Ford,Kuga,5.0,Dédouanée,Oui,8,125000
Fès,2015,Manuelle,Diesel,224999.5,Opel,Astra,5.0,WW au Maroc,Non,6,105000
Bouznika,1994,Manuelle,Diesel,37499.5,Renault,R19,5.0,Dédouanée,Non,7,38000
Kénitra,2018,Automatique,Diesel,32499.5,Mercedes-Benz,220,5.0,Dédouanée,Non,8,490000
Casablanca,2017,Automatique,Diesel,174999.5,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,170000
Tétouan,2021,Manuelle,Diesel,104999.5,Dacia,Sandero,5.0,WW au Maroc,Non,6,124000
Meknès,2011,Manuelle,Diesel,12499.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,122000
Casablanca,2013,Automatique,Diesel,224999.5,Volkswagen,Golf 7,5.0,Dédouanée,Non,8,178000
Meknès,2016,Manuelle,Diesel,134999.5,Peugeot,2008,5.0,WW au Maroc,Non,6,150000
Marrakech,2022,Automatique,Diesel,82499.5,Dacia,Duster,5.0,WW au Maroc,Oui,7,185000
Skhirat,2016,Manuelle,Diesel,7499.5,Renault,Kangoo,5.0,WW au Maroc,Non,6,118000
Meknès,2000,Manuelle,Diesel,274999.5,Renault,Clio,5.0,Dédouanée,Non,6,49000
Tanger,2024,Manuelle,Diesel,42499.5,Renault,Express,5.0,WW au Maroc,Non,8,180000
Marrakech,2022,Automatique,Essence,17499.5,Opel,Mokka,5.0,WW au Maroc,Non,7,200000
Salé,2002,Manuelle,Diesel,224999.5,Ford,Mondeo,5.0,Dédouanée,Non,8,63000
Salé,1999,Manuelle,Essence,144999.5,Honda,Civic,5.0,Dédouanée,Non,9,36000
El Jadida,2021,Manuelle,Diesel,164999.5,Citroën,C3,5.0,WW au Maroc,Oui,6,133000
Marrakech,2015,Automatique,Diesel,224999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8,172000
Salé,2009,Manuelle,Diesel,224999.5,Renault,Kangoo,5.0,WW au Maroc,Non,7,88000
Salé,2013,Manuelle,Diesel,184999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,145000
Marrakech,2017,Manuelle,Diesel,134999.5,Volkswagen,Caddy,3.0,WW au Maroc,Non,6,140000
Fès,2016,Manuelle,Diesel,2499.5,Renault,Kadjar,5.0,WW au Maroc,Non,8,172000
Marrakech,2019,Manuelle,Diesel,82499.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,200000
Marrakech,2019,Automatique,Diesel,114999.5,Renault,Clio,5.0,WW au Maroc,Non,6,137000
Tanger,2008,Manuelle,Diesel,17499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,55000
Meknès,2021,Manuelle,Diesel,154999.5,Renault,Clio,5.0,WW au Maroc,Non,6,140000
Meknès,2009,Manuelle,Essence,12499.5,Hyundai,i10,5.0,WW au Maroc,Non,6,65000
Settat,1999,Manuelle,Diesel,2499.5,BMW,i3,5.0,WW au Maroc,Oui,10,35000
Meknès,2018,Manuelle,Diesel,184999.5,Volkswagen,Caddy,5.0,WW au Maroc,Non,8,156000
Nador,2025,Manuelle,Diesel,7499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,163000
Casablanca,2020,Manuelle,Diesel,134999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,163000
Temara,2020,Manuelle,Diesel,104999.5,Fiat,Doblo,5.0,WW au Maroc,Oui,5,106000
Agadir,1993,Manuelle,Diesel,7499.5,Renault,R19,5.0,Dédouanée,Non,7,46000
Kénitra,2024,Automatique,Diesel,27499.5,Ford,Focus,5.0,WW au Maroc,Oui,6,285000
Meknès,2005,Manuelle,Diesel,32499.5,Fiat,Palio,5.0,WW au Maroc,Oui,7,43000
Casablanca,2017,Automatique,Diesel,164999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8,200000
Marrakech,2021,Manuelle,Diesel,77499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,200000
Casablanca,2017,Automatique,Diesel,224999.5,BMW,X4,5.0,WW au Maroc,Oui,8,319000
Casablanca,2025,Automatique,Diesel,32499.5,Kia,Sorento,5.0,WW au Maroc,Oui,9,480000
Temara,2013,Automatique,Diesel,224999.5,Chevrolet,Captiva,5.0,WW au Maroc,Non,9,95000
Meknès,2020,Automatique,Diesel,134999.5,Audi,Q3,5.0,Dédouanée,Oui,8,380000
Mohammedia,2010,Manuelle,Diesel,2499.5,Peugeot,Partner,5.0,WW au Maroc,Non,7,48000
Marrakech,2019,Automatique,Diesel,144999.5,Opel,Astra,5.0,WW au Maroc,Non,6,170000
Oujda,2019,Automatique,Diesel,274999.5,Mercedes-Benz,Vito,5.0,Dédouanée,Non,8,380000
Casablanca,2011,Automatique,Diesel,194999.5,Volkswagen,Touran,5.0,WW au Maroc,Oui,8,130000
Salé,2018,Automatique,Diesel,194999.5,Mercedes-Benz,Classe S,5.0,Importée neuve,Non,12,580000
Casablanca,2018,Automatique,Diesel,114999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Non,8,275000
Meknès,2020,Automatique,Diesel,104999.5,Mercedes-Benz,Classe CLA,5.0,WW au Maroc,Non,8,368000
Casablanca,2013,Automatique,Diesel,224999.5,BMW,Série 5,5.0,WW au Maroc,Non,8,147000
Béni Mellal,2016,Manuelle,Diesel,184999.5,Citroën,C-Elysée,5.0,WW au Maroc,Oui,6,110000
Kénitra,2018,Automatique,Diesel,194999.5,Hyundai,Tucson,5.0,Dédouanée,Oui,6,255000
Casablanca,2021,Automatique,Diesel,124999.5,Renault,Megane,5.0,WW au Maroc,Non,6,185000
Agadir,2019,Manuelle,Diesel,72499.5,Seat,Leon,5.0,WW au Maroc,Non,6,158000
Rabat,2022,Automatique,Diesel,104999.5,Volvo,XC60,5.0,WW au Maroc,Oui,8,365000
Kénitra,2019,Automatique,Diesel,52499.5,Citroën,C3,5.0,WW au Maroc,Non,6,130000
El Jadida,2016,Manuelle,Diesel,154999.5,Peugeot,208,5.0,WW au Maroc,Non,6,110000
Tit Mellil,2002,Manuelle,Diesel,324999.5,Peugeot,206,5.0,WW au Maroc,Non,7,48000
Temara,2020,Manuelle,Diesel,134999.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,145000
Tétouan,2008,Manuelle,Diesel,224999.5,Kia,Cerato,5.0,WW au Maroc,Non,6,65000
Meknès,2016,Manuelle,Diesel,134999.5,Kia,Ceed,5.0,WW au Maroc,Non,6,125000
Casablanca,2011,Automatique,Diesel,194999.5,BMW,Série 3,3.0,WW au Maroc,Non,8,145000
Agadir,2018,Automatique,Diesel,164999.5,Skoda,Octavia,5.0,Importée neuve,Non,8,176000
Casablanca,1999,Manuelle,Essence,164999.5,Fiat,Palio,5.0,WW au Maroc,Non,6,34000
Rabat,2017,Manuelle,Essence,104999.5,Citroën,C3,5.0,WW au Maroc,Oui,7,105000
Casablanca,2009,Manuelle,Diesel,164999.5,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,105000
Settat,2016,Automatique,Diesel,17499.5,BMW,Série 4,5.0,WW au Maroc,Oui,8,245000
Casablanca,2019,Automatique,Diesel,114999.5,BMW,Série 1,5.0,WW au Maroc,Oui,6,228000
Marrakech,2021,Manuelle,Diesel,97499.5,Citroën,Berlingo,5.0,WW au Maroc,Oui,6,190000
Casablanca,2024,Automatique,Hybride,2499.5,Honda,CR-V,5.0,WW au Maroc,Oui,4,430000
Agadir,2019,Manuelle,Essence,57499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,107000
Marrakech,2022,Automatique,Diesel,97499.5,Citroën,C4,5.0,WW au Maroc,Non,6,215000
Tanger,2015,Automatique,Diesel,174999.5,Mercedes-Benz,Classe GLA,5.0,WW au Maroc,Non,9,200000
Agadir,2017,Manuelle,Diesel,134999.5,Ford,Fiesta,5.0,WW au Maroc,Non,6,105000
Fès,2022,Manuelle,Diesel,92499.5,Renault,Clio,5.0,WW au Maroc,Non,7,145000
Rabat,2021,Manuelle,Diesel,72499.5,Dacia,Sandero,5.0,WW au Maroc,Non,6,138000
Casablanca,2021,Manuelle,Diesel,42499.5,Opel,Corsa,5.0,WW au Maroc,Non,6,159000
Rabat,2023,Manuelle,Diesel,42499.5,Citroën,C3,5.0,WW au Maroc,Oui,6,158500
Safi,2014,Manuelle,Essence,22499.5,Dacia,Dokker,5.0,WW au Maroc,Oui,6,980000
Casablanca,2017,Automatique,Diesel,144999.5,Hyundai,Creta,5.0,WW au Maroc,Non,6,180000
Tétouan,2019,Automatique,Diesel,72499.5,Land Rover,Range Rover Velar,5.0,WW au Maroc,Oui,8,450000
Casablanca,2018,Automatique,Diesel,114999.5,Audi,A3,3.0,WW au Maroc,Oui,8,220000
Marrakech,2022,Manuelle,Diesel,97499.5,Opel,Corsa,5.0,Dédouanée,Oui,6,138000
Temara,2020,Automatique,Diesel,164999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,7,268000
Rabat,2014,Automatique,Diesel,144999.5,BMW,Série 5,5.0,WW au Maroc,Non,6,215000
Tanger,2013,Manuelle,Diesel,224999.5,Peugeot,3008,5.0,Dédouanée,Oui,7,140000
Figuig,2023,Manuelle,Diesel,42499.5,Opel,Corsa,5.0,WW au Maroc,Oui,6,185000
Rabat,2012,Automatique,Diesel,224999.5,Land Rover,Range Rover,5.0,WW au Maroc,Non,9,168000
Salé,2023,Manuelle,Diesel,52499.5,Renault,Express,5.0,WW au Maroc,Non,6,170000
Rabat,2014,Automatique,Essence,124999.5,Volkswagen,Golf 7,5.0,Importée neuve,Non,11,185000
Rabat,2021,Manuelle,Diesel,97499.5,Dacia,Duster,5.0,WW au Maroc,Non,6,157000
Agadir,2013,Manuelle,Diesel,174999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Oui,10,160000
Mohammedia,2025,Manuelle,Diesel,12499.5,Dacia,Duster,5.0,WW au Maroc,Oui,7,215000
Chefchaouen,2019,Automatique,Diesel,97499.5,Seat,Ateca,5.0,WW au Maroc,Oui,8,27000
Agadir,2023,Automatique,Hybride,32499.5,Toyota,C-HR,5.0,WW au Maroc,Oui,10,245000
Béni Mellal,2003,Manuelle,Diesel,374999.5,Skoda,Fabia,5.0,WW au Maroc,Non,8,60000
Rabat,2016,Manuelle,Essence,97499.5,Hyundai,i10,5.0,WW au Maroc,Oui,6,85000
Rabat,2015,Automatique,Diesel,224999.5,Hyundai,Elantra,5.0,WW au Maroc,Non,6,150000
Fès,2014,Manuelle,Diesel,154999.5,Seat,Ibiza,5.0,WW au Maroc,Non,6,100000
Casablanca,2013,Manuelle,Essence,164999.5,Opel,Corsa,5.0,WW au Maroc,Non,6,62000
Fès,2022,Manuelle,Diesel,104999.5,Renault,Express,3.0,WW au Maroc,Non,7,138000
Rabat,2017,Automatique,Diesel,164999.5,Land Rover,Range Rover,5.0,Importée neuve,Non,8,235000
Rabat,2019,Manuelle,Diesel,184999.5,Dacia,Dokker,3.0,WW au Maroc,Oui,6,132000
Tanger,2021,Automatique,Diesel,114999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,345000
Khénifra,2005,Manuelle,Diesel,2499.5,Opel,Zafira,5.0,Dédouanée,Non,8,70000
Tanger,1999,Manuelle,Diesel,194999.5,Seat,Toledo,5.0,WW au Maroc,Non,8,32000
Marrakech,2019,Manuelle,Diesel,144999.5,Hyundai,Accent,5.0,WW au Maroc,Non,7,120000
Settat,2012,Manuelle,Diesel,27499.5,Ford,Kuga,5.0,WW au Maroc,Non,8,110000
Temara,2022,Automatique,Essence,92499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,115000
Casablanca,2005,Manuelle,Essence,174999.5,Ford,Fusion,5.0,WW au Maroc,Non,8,46000
Marrakech,2022,Automatique,Hybride,114999.5,Toyota,C-HR,5.0,WW au Maroc,Oui,8,210000
Rabat,2017,Automatique,Diesel,144999.5,Mercedes-Benz,200,5.0,WW au Maroc,Non,9,235000
Marrakech,2025,Manuelle,Diesel,12499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,250000
Casablanca,2009,Automatique,Diesel,22499.5,Audi,Q5,5.0,Importée neuve,Oui,11,115000
Safi,2018,Manuelle,Diesel,12499.5,Peugeot,203,5.0,WW au Maroc,Oui,6,107000
Casablanca,2015,Manuelle,Diesel,154999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,8,155000
Marrakech,1982,Manuelle,Diesel,224999.5,Volvo,240,3.0,Dédouanée,Non,8,130000
Temara,2017,Manuelle,Diesel,144999.5,Hyundai,Elantra,5.0,WW au Maroc,Non,7,138000
Tanger,2014,Manuelle,Diesel,77499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,87000
Agadir,2004,Manuelle,Diesel,324999.5,Toyota,Corolla,5.0,WW au Maroc,Non,8,57000
Ait Melloul,2023,Manuelle,Diesel,87499.5,Fiat,Fiorino,3.0,WW au Maroc,Oui,5,129000
Fès,2005,Manuelle,Diesel,2499.5,Peugeot,206,5.0,WW au Maroc,Non,6,55000
Mohammedia,2014,Manuelle,Diesel,164999.5,Audi,A4,5.0,Dédouanée,Non,8,152500
Rabat,2020,Automatique,Diesel,47499.5,BMW,Série 3,5.0,WW au Maroc,Oui,8,380000
Fès,2013,Manuelle,Essence,144999.5,Renault,Clio,5.0,WW au Maroc,Non,6,67000
Fès,2023,Automatique,Diesel,67499.5,Hyundai,Tucson,5.0,WW au Maroc,Non,6,310000
Temara,2019,Manuelle,Diesel,134999.5,Dacia,Duster,5.0,WW au Maroc,Non,7,158000
Safi,2013,Manuelle,Diesel,224999.5,Volkswagen,Caddy,5.0,WW au Maroc,Non,6,119000
Marrakech,2007,Automatique,Essence,77499.5,Jaguar,XK,3.0,WW au Maroc,Oui,24,240000
Marrakech,2012,Automatique,Diesel,224999.5,Audi,Q5,5.0,Dédouanée,Non,8,210000
Kénitra,2011,Automatique,Diesel,194999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,8,175000
Safi,2019,Manuelle,Diesel,134999.5,Citroën,C3,5.0,WW au Maroc,Non,6,125000
Fès,2023,Manuelle,Diesel,82499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,145000
Fès,2011,Manuelle,Essence,7499.5,Fiat,Bertone,5.0,WW au Maroc,Non,6,63000
Sidi Kacem,2014,Manuelle,Diesel,224999.5,Volvo,V40,5.0,WW au Maroc,Non,8,129000
Rabat,2021,Manuelle,Diesel,82499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,165000
Fès,2014,Manuelle,Diesel,22499.5,Peugeot,301,5.0,WW au Maroc,Non,7,85000
Agadir,2020,Manuelle,Diesel,104999.5,Kia,Seltos,5.0,WW au Maroc,Oui,6,186000
Azemmour,2024,Manuelle,Diesel,7499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,170000
Casablanca,2021,Manuelle,Diesel,114999.5,Hyundai,i30,5.0,WW au Maroc,Oui,6,196000
Kénitra,2011,Manuelle,Diesel,274999.5,Ford,Kuga,5.0,WW au Maroc,Non,8,110000
Casablanca,2021,Automatique,Diesel,82499.5,BMW,Série 5,3.0,WW au Maroc,Oui,8,390000
Tanger,2003,Manuelle,Diesel,184999.5,Peugeot,206,5.0,WW au Maroc,Non,6,50000
Casablanca,2016,Manuelle,Diesel,174999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Oui,6,142000
Taza,2015,Manuelle,Diesel,22499.5,Fiat,Doblo,5.0,WW au Maroc,Non,6,85000
Casablanca,2022,Automatique,Diesel,2499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,153000
Kénitra,2019,Automatique,Diesel,174999.5,Skoda,Kodiaq,5.0,WW au Maroc,Non,8,253000
Mohammedia,2008,Manuelle,Essence,124999.5,Kia,Picanto,5.0,WW au Maroc,Oui,7,56000
Casablanca,2013,Manuelle,Essence,174999.5,Hyundai,i10,5.0,WW au Maroc,Non,6,62000
Sidi Kacem,2010,Manuelle,Diesel,224999.5,Renault,Kangoo,5.0,WW au Maroc,Non,6,84000
Fès,2015,Manuelle,Diesel,184999.5,Peugeot,Partner,5.0,Dédouanée,Non,6,160000
Sidi Kacem,1999,Manuelle,Diesel,274999.5,Volkswagen,Passat,5.0,Dédouanée,Non,8,52000
Casablanca,2022,Manuelle,Diesel,114999.5,Renault,Express,5.0,WW au Maroc,Oui,6,145000
Aguelmous,1990,Manuelle,Diesel,52499.5,Mercedes-Benz,190,5.0,Dédouanée,Non,8,48000
Casablanca,2016,Manuelle,Diesel,184999.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,150000
Skhirat,2014,Manuelle,Diesel,224999.5,Dacia,Dokker,3.0,WW au Maroc,Non,6,94000
Mohammedia,2002,Manuelle,Diesel,474999.5,Peugeot,Partner,5.0,Importée neuve,Non,7,68000
Casablanca,2018,Automatique,Diesel,224999.5,BMW,Série 5,5.0,WW au Maroc,Non,8,295000
Tanger,2023,Manuelle,Diesel,72499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,132000
Casablanca,2018,Manuelle,Diesel,104999.5,Peugeot,3008,5.0,WW au Maroc,Non,6,210000
Tanger,2006,Manuelle,Diesel,474999.5,Mercedes-Benz,200,5.0,WW au Maroc,Oui,9,115000
Al Hoceima,2014,Manuelle,Essence,124999.5,Hyundai,i10,5.0,WW au Maroc,Non,6,72000
Marrakech,2013,Manuelle,Diesel,274999.5,Ssangyong,Korando,5.0,WW au Maroc,Oui,8,85000
Rabat,2021,Automatique,Diesel,154999.5,Skoda,Octavia,5.0,WW au Maroc,Oui,8,195000
