Ville,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,Prix
Casablanca,2018,Automatique,Diesel,174999.5,Volkswagen,Golf 7,5.0,Importée neuve,Oui,8,275000
Marrakech,2020,Automatique,Essence,42499.5,Fiat,500,3.0,WW au Maroc,Oui,6,138000
Casablanca,2019,Manuelle,Diesel,124999.5,Opel,Astra,5.0,WW au Maroc,Oui,6,135000
Marrakech,2024,Automatique,Essence,17499.5,Audi,RS 3,5.0,Importée neuve,Oui,28,780000
Mohammedia,2019,Automatique,Diesel,104999.5,Jeep,Grand Cherokee,5.0,WW au Maroc,Non,12,210000
Casablanca,2020,Automatique,Diesel,87499.5,Skoda,Kodiaq,5.0,WW au Maroc,Oui,8,295000
Agadir,2013,Manuelle,Diesel,224999.5,Nissan,Qashqai,5.0,Dédouanée,Non,6,140000
Casablanca,2020,Manuelle,Diesel,224999.5,Hyundai,i30,5.0,Dédouanée,Non,6,200000
Safi,2020,Manuelle,Diesel,104999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,112000
Casablanca,2019,Automatique,Diesel,52499.5,Kia,Proceed,5.0,Dédouanée,Oui,6,225000
Khouribga,2015,Manuelle,Diesel,274999.5,Dacia,Dokker,5.0,WW au Maroc,Non,7,104000
Nador,2020,Manuelle,Diesel,124999.5,Hyundai,Accent,5.0,Importée neuve,Oui,6,149000
Casablanca,2014,Manuelle,Diesel,224999.5,Volkswagen,Golf 7,5.0,Dédouanée,Non,8,174000
Taza,2013,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,190000
Kénitra,2010,Manuelle,Essence,154999.5,Dacia,Sandero,5.0,WW au Maroc,Oui,8,63000
Fès,2012,Manuelle,Essence,114999.5,Ford,Fiesta,5.0,Dédouanée,Non,7,85000
Salé,2009,Manuelle,Diesel,22499.5,Peugeot,207,5.0,WW au Maroc,Non,6,82000
Mediouna,2019,Manuelle,Diesel,274999.5,Ford,Tourneo Custom,3.0,WW au Maroc,Non,9,160000
Nador,2016,Automatique,Diesel,104999.5,Mercedes-Benz,200,5.0,Dédouanée,Oui,10,260000
Laâyoune,2022,Manuelle,Essence,144999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,93000
Casablanca,2018,Automatique,Diesel,104999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,300000
Casablanca,2023,Automatique,Diesel,87499.5,Renault,Megane,5.0,WW au Maroc,Non,6,210000
Casablanca,2022,Manuelle,Diesel,72499.5,Nissan,Micra,5.0,WW au Maroc,Non,6,143000
Rabat,2012,Manuelle,Diesel,144999.5,Dacia,Sandero,5.0,WW au Maroc,Non,6,84000
Fès,2023,Automatique,Diesel,92499.5,Mercedes-Benz,Classe C,3.0,Dédouanée,Oui,8,650000
Agadir,2023,Automatique,Essence,42499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,178000
Midelt,2021,Manuelle,Diesel,52499.5,Hyundai,Creta,5.0,WW au Maroc,Oui,6,210000
Rabat,2022,Manuelle,Diesel,114999.5,Renault,Express,5.0,WW au Maroc,Oui,6,158000
Rabat,2025,Automatique,Hybride,2499.5,Toyota,Corolla,5.0,WW au Maroc,Oui,10,280000
Marrakech,2007,Automatique,Diesel,224999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,87000
El Jadida,2011,Manuelle,Essence,72499.5,Chevrolet,Spark,5.0,WW au Maroc,Non,5,52000
Salé,2012,Automatique,Diesel,224999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,9,173000
Taza,2012,Manuelle,Diesel,154999.5,Opel,Meriva,5.0,Dédouanée,Non,7,145000
Casablanca,2019,Manuelle,Diesel,67499.5,Ford,Ecosport,5.0,WW au Maroc,Oui,6,150000
Rabat,2023,Automatique,Diesel,22499.5,Audi,Q3,5.0,WW au Maroc,Oui,8,460000
Tiznit,1993,Manuelle,Diesel,2499.5,Renault,R19,5.0,Dédouanée,Non,7,48000
Rabat,2010,Manuelle,Essence,144999.5,Mercedes-Benz,Classe CLC,3.0,WW au Maroc,Non,8,102000
Rommani,2018,Automatique,Diesel,184999.5,Hyundai,Elantra,5.0,WW au Maroc,Non,7,150000
Casablanca,2018,Manuelle,Diesel,144999.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,110000
Marrakech,2024,Manuelle,Diesel,22499.5,Citroën,C-Elysée,5.0,WW au Maroc,Oui,6,145000
Temara,2021,Automatique,Diesel,62499.5,BMW,Série 2,5.0,WW au Maroc,Non,6,335000
Marrakech,1993,Manuelle,Diesel,274999.5,Renault,R19,5.0,Dédouanée,Non,7,45000
Casablanca,1992,Manuelle,Diesel,274999.5,Land Rover,Defender,3.0,Dédouanée,Non,7,110000
Casablanca,2015,Manuelle,Diesel,164999.5,Ford,Kuga,5.0,WW au Maroc,Oui,8,147000
Casablanca,1997,Manuelle,Diesel,224999.5,Peugeot,406,5.0,Dédouanée,Non,6,28000
Meknès,2011,Manuelle,Diesel,2499.5,Peugeot,Partner,5.0,WW au Maroc,Non,7,70000
Casablanca,2012,Automatique,Diesel,324999.5,BMW,X1,5.0,WW au Maroc,Non,9,135000
Marrakech,2007,Automatique,Diesel,194999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,89000
Benslimane,2018,Manuelle,Diesel,82499.5,Hyundai,i30,5.0,Dédouanée,Non,6,170000
Larache,2017,Automatique,Diesel,134999.5,Volkswagen,Caddy,5.0,Importée neuve,Oui,8,212000
Rabat,2014,Manuelle,Diesel,184999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,114000
Casablanca,2021,Automatique,Essence,77499.5,DFSK,Glory 580,3.0,WW au Maroc,Oui,9,118000
Tanger,2024,Automatique,Essence,22499.5,Hyundai,Accent,5.0,WW au Maroc,Non,9,180000
Casablanca,2018,Automatique,Diesel,174999.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,6,143000
Mohammedia,2024,Automatique,Diesel,32499.5,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,8,370000
Casablanca,2015,Manuelle,Diesel,124999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,165000
Casablanca,2017,Automatique,Diesel,144999.5,Land Rover,Range Rover Sport,5.0,Importée neuve,Oui,12,350000
Tanger,2024,Automatique,Diesel,17499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,269000
Errachidia,2018,Automatique,Diesel,274999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Non,8,224000
Tanger,2023,Manuelle,Diesel,17499.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,217000
Casablanca,2005,Manuelle,Essence,124999.5,Ford,Focus,5.0,WW au Maroc,Non,8,46000
Khouribga,2021,Manuelle,Diesel,47499.5,Peugeot,208,5.0,WW au Maroc,Non,6,143000
Essaouira,2013,Manuelle,Diesel,224999.5,Volkswagen,Golf 7,5.0,Dédouanée,Non,6,142000
Meknès,2019,Manuelle,Diesel,144999.5,Peugeot,301,5.0,WW au Maroc,Non,6,123000
Rabat,2019,Manuelle,Diesel,174999.5,Renault,Kangoo,5.0,WW au Maroc,Oui,6,139000
Rabat,2016,Manuelle,Essence,62499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,98000
Tanger,2013,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,168000
Marrakech,2012,Automatique,Diesel,274999.5,Audi,Q5,5.0,WW au Maroc,Non,11,130000
Casablanca,2021,Manuelle,Diesel,87499.5,Fiat,Fiorino,5.0,WW au Maroc,Non,6,112000
Zagora,2018,Manuelle,Diesel,97499.5,Peugeot,208,5.0,WW au Maroc,Non,6,130000
Casablanca,2018,Manuelle,Diesel,104999.5,Kia,Rio,5.0,WW au Maroc,Non,6,126000
Had Soualem,2018,Manuelle,Diesel,374999.5,Hyundai,Accent,5.0,WW au Maroc,Non,6,105000
Fès,2004,Manuelle,Diesel,224999.5,Nissan,X-Trail,5.0,WW au Maroc,Non,9,70000
Mohammedia,2005,Manuelle,Diesel,274999.5,Jaguar,X-Type,5.0,Dédouanée,Non,8,55000
Kénitra,2023,Manuelle,Diesel,104999.5,Renault,Clio,5.0,WW au Maroc,Non,6,145000
Casablanca,2017,Manuelle,Diesel,134999.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,145000
Casablanca,2020,Automatique,Diesel,47499.5,BMW,Série 3,5.0,WW au Maroc,Oui,8,380000
Casablanca,2017,Manuelle,Diesel,42499.5,Dacia,Sandero,3.0,Dédouanée,Oui,6,128000
Rabat,2023,Automatique,Diesel,114999.5,Citroën,C5,5.0,WW au Maroc,Oui,6,250000
Casablanca,2021,Manuelle,Diesel,32499.5,Mitsubishi,Pick Up,3.0,WW au Maroc,Non,10,185000
Salé,2015,Automatique,Diesel,144999.5,Land Rover,Range Rover,5.0,WW au Maroc,Non,9,170000
Khemisset,2021,Automatique,Diesel,62499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,158000
Fès,1995,Manuelle,Diesel,174999.5,Renault,R19,5.0,Dédouanée,Non,6,52000
Casablanca,2006,Automatique,Essence,224999.5,Audi,A6,5.0,Dédouanée,Non,14,59000
Casablanca,2023,Automatique,Diesel,52499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,295000
Casablanca,2015,Manuelle,Diesel,104999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,78000
Casablanca,2013,Manuelle,Diesel,97499.5,Volkswagen,Golf 7,5.0,WW au Maroc,Oui,8,142000
Tanger,2009,Manuelle,Diesel,32499.5,Mercedes-Benz,220,5.0,Dédouanée,Oui,8,134000
Fès,2022,Automatique,Diesel,77499.5,Kia,Sportage,5.0,WW au Maroc,Non,6,238000
Casablanca,2011,Automatique,Diesel,224999.5,Audi,A4,5.0,Importée neuve,Non,8,112000
Martil,2020,Manuelle,Diesel,144999.5,Dacia,Dokker,5.0,WW au Maroc,Non,6,130000
Sidi Slimane,2020,Manuelle,Diesel,104999.5,Renault,Clio,5.0,WW au Maroc,Non,6,128000
Casablanca,2005,Manuelle,Essence,2499.5,Peugeot,407,5.0,WW au Maroc,Non,11,32000
Demnate,2014,Manuelle,Diesel,424999.5,Dacia,Sandero,5.0,WW au Maroc,Non,6,65000
El Jadida,2016,Manuelle,Diesel,164999.5,Ford,Fiesta,5.0,WW au Maroc,Non,6,97000
Casablanca,2023,Automatique,Diesel,52499.5,Kia,Sportage,5.0,WW au Maroc,Non,6,315000
Tétouan,2020,Manuelle,Essence,32499.5,Skoda,Fabia,5.0,WW au Maroc,Non,7,135000
Fès,2016,Manuelle,Diesel,194999.5,Ford,Focus,5.0,WW au Maroc,Oui,6,142000
Mohammedia,2019,Manuelle,Diesel,104999.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,230000
Casablanca,2010,Manuelle,Diesel,274999.5,Seat,Leon,5.0,Dédouanée,Non,8,75000
Bouskoura,2008,Manuelle,Diesel,324999.5,Renault,Clio,3.0,WW au Maroc,Non,6,60500
Agadir,2022,Automatique,Diesel,97499.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,640000
Casablanca,2013,Manuelle,Essence,92499.5,Mini,Cooper,3.0,WW au Maroc,Oui,9,125000
Salé,2024,Automatique,Diesel,12499.5,Mercedes-Benz,Classe CLA,5.0,WW au Maroc,Oui,8,470000
Casablanca,2020,Manuelle,Diesel,87499.5,Renault,Clio,5.0,WW au Maroc,Non,6,125000
Fès,2006,Manuelle,Essence,124999.5,Ford,Fiesta,5.0,WW au Maroc,Non,7,56000
Fès,2021,Manuelle,Diesel,82499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,165000
Oujda,2021,Manuelle,Diesel,104999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,112000
Kénitra,2017,Manuelle,Diesel,114999.5,Peugeot,301,5.0,WW au Maroc,Non,6,109000
Kénitra,2020,Automatique,Diesel,194999.5,Land Rover,Range Rover,5.0,WW au Maroc,Oui,8,400000
Marrakech,2021,Manuelle,Diesel,27499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,215000
Marrakech,2023,Manuelle,Diesel,57499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,155000
Casablanca,2018,Automatique,Diesel,224999.5,Skoda,Kodiaq,5.0,WW au Maroc,Non,8,198000
Taza,2014,Automatique,Diesel,224999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,189999
Fès,2021,Manuelle,Essence,97499.5,Dacia,Logan,5.0,WW au Maroc,Non,7,89000
Rabat,2016,Manuelle,Diesel,194999.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,165000
Casablanca,2010,Manuelle,Diesel,324999.5,Nissan,Pathfinder,5.0,WW au Maroc,Non,10,135000
Ouarzazate,2021,Automatique,Diesel,104999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,350000
Mohammedia,2014,Manuelle,Diesel,2499.5,Ford,Focus,5.0,Dédouanée,Non,6,128000
Meknès,2020,Manuelle,Diesel,154999.5,Peugeot,308,5.0,WW au Maroc,Non,6,158000
Meknès,2014,Manuelle,Diesel,114999.5,Peugeot,308,5.0,WW au Maroc,Non,6,123000
Temara,2019,Automatique,Diesel,104999.5,Volkswagen,Tiguan,3.0,WW au Maroc,Oui,10,280000
Meknès,2021,Manuelle,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Non,6,160000
Marrakech,2016,Automatique,Essence,144999.5,Renault,Megane,5.0,WW au Maroc,Non,9,148000
Casablanca,2015,Automatique,Diesel,22499.5,BMW,X4,5.0,WW au Maroc,Oui,8,270000
Casablanca,2021,Manuelle,Diesel,164999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,105000
Safi,2012,Manuelle,Essence,27499.5,Renault,Clio,5.0,WW au Maroc,Non,7,68000
Fès,2019,Manuelle,Diesel,12499.5,Renault,Clio,5.0,WW au Maroc,Non,6,137000
Casablanca,2020,Manuelle,Diesel,174999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,119000
Kénitra,2018,Manuelle,Diesel,57499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,98000
Béni Mellal,2017,Automatique,Diesel,144999.5,Ford,Kuga,5.0,WW au Maroc,Non,8,180000
Casablanca,2017,Manuelle,Essence,87499.5,Opel,Adam,3.0,WW au Maroc,Oui,7,99500
Casablanca,2017,Automatique,Diesel,164999.5,Volvo,S40,5.0,WW au Maroc,Non,8,135000
Chtouka,2020,Manuelle,Diesel,184999.5,Skoda,Octavia,5.0,WW au Maroc,Oui,8,190000
Kénitra,2024,Manuelle,Diesel,82499.5,Renault,Express,5.0,WW au Maroc,Oui,6,165000
Tanger,2018,Automatique,Diesel,324999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,248000
Casablanca,2020,Automatique,Diesel,124999.5,BMW,X5,5.0,WW au Maroc,Oui,8,460000
Rabat,2018,Automatique,Diesel,144999.5,BMW,Série 5,5.0,WW au Maroc,Non,8,285000
Casablanca,2017,Automatique,Diesel,224999.5,Volkswagen,Jetta,5.0,WW au Maroc,Non,8,151999
Marrakech,2024,Automatique,Essence,2499.5,Alfa Romeo,Stelvio,5.0,WW au Maroc,Oui,17,695000
Casablanca,2012,Automatique,Diesel,274999.5,Volvo,XC60,5.0,WW au Maroc,Non,8,115000
Meknès,2011,Automatique,Diesel,224999.5,Mercedes-Benz,Classe C,5.0,Dédouanée,Oui,9,165000
Kénitra,2013,Automatique,Diesel,274999.5,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,143000
Casablanca,2017,Automatique,Diesel,114999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8,213000
Marrakech,2022,Automatique,Hybride,104999.5,Toyota,Corolla,5.0,WW au Maroc,Non,10,187000
Ain Taoujdate,2007,Manuelle,Essence,194999.5,Suzuki,Alto,5.0,WW au Maroc,Non,5,34000
Casablanca,2020,Automatique,Diesel,77499.5,Jeep,Cherokee,5.0,WW au Maroc,Oui,9,245000
Rabat,2014,Automatique,Diesel,154999.5,BMW,Série 3,5.0,Dédouanée,Oui,8,178000
Tanger,2005,Manuelle,Diesel,324999.5,Citroën,C5,5.0,WW au Maroc,Non,8,47000
Salé,2014,Automatique,Diesel,224999.5,Hyundai,i40,5.0,WW au Maroc,Non,7,132000
Rabat,2016,Manuelle,Diesel,92499.5,Ford,C Max,5.0,WW au Maroc,Oui,6,166000
Marrakech,2018,Automatique,Diesel,124999.5,Skoda,Superb,5.0,WW au Maroc,Non,8,198000
Larache,2016,Manuelle,Diesel,194999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,95000
Meknès,2008,Manuelle,Essence,27499.5,Kia,Picanto,5.0,WW au Maroc,Non,7,52000
Rabat,2019,Manuelle,Essence,144999.5,Fiat,Panda,5.0,WW au Maroc,Oui,6,83000
Marrakech,2017,Automatique,Diesel,154999.5,Audi,A5,5.0,WW au Maroc,Non,8,265000
Casablanca,2010,Manuelle,Diesel,224999.5,Dacia,Logan,5.0,Dédouanée,Non,6,65000
Agadir,2020,Automatique,Diesel,144999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Non,8,284999
Ben Guerir,2021,Manuelle,Diesel,104999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,7,215000
Marrakech,2016,Manuelle,Diesel,134999.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,6,173000
Sidi Bennour,2000,Manuelle,Diesel,32499.5,Volkswagen,Golf 4,5.0,Dédouanée,Non,8,63000
Casablanca,2016,Automatique,Diesel,194999.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,168000
El Jadida,2018,Automatique,Diesel,104999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,168000
Casablanca,2006,Manuelle,Essence,274999.5,Citroën,C3,5.0,WW au Maroc,Non,6,50000
Fès,2014,Automatique,Diesel,184999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Oui,12,230000
Temara,2016,Manuelle,Diesel,154999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,188000
Casablanca,2022,Manuelle,Diesel,67499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,150000
Fès,2022,Automatique,Diesel,92499.5,Fiat,Tipo,5.0,WW au Maroc,Non,6,154000
Meknès,2017,Automatique,Diesel,174999.5,Mercedes-Benz,Classe C,5.0,WW au Maroc,Oui,9,280000
Marrakech,2010,Manuelle,Essence,194999.5,Ford,Fusion,5.0,WW au Maroc,Oui,7,620000
Casablanca,2019,Automatique,Diesel,164999.5,Toyota,Fortuner,5.0,WW au Maroc,Oui,10,350000
Casablanca,2021,Manuelle,Diesel,104999.5,Fiat,Fiorino,3.0,WW au Maroc,Non,6,87000
Ounagha,2007,Manuelle,Diesel,274999.5,Nissan,Pathfinder,5.0,WW au Maroc,Non,10,105000
Rabat,2008,Manuelle,Essence,104999.5,Peugeot,206,5.0,WW au Maroc,Non,6,62000
Meknès,2007,Manuelle,Diesel,134999.5,Citroën,Berlingo,5.0,Importée neuve,Non,7,85000
Fès,2013,Manuelle,Diesel,224999.5,Mercedes-Benz,180,5.0,WW au Maroc,Non,6,149000
Bouskoura,2020,Automatique,Hybride,42499.5,Porsche,Cayenne,5.0,WW au Maroc,Oui,11,780000
Agadir,2020,Automatique,Diesel,184999.5,Skoda,Karoq,5.0,WW au Maroc,Oui,8,210000
Rabat,2002,Automatique,Essence,174999.5,Hyundai,Sonata,5.0,WW au Maroc,Oui,11,45000
Casablanca,2008,Manuelle,Essence,164999.5,Honda,Civic,5.0,WW au Maroc,Non,10,76000
Tanger,2012,Manuelle,Diesel,184999.5,Renault,Megane,5.0,WW au Maroc,Non,7,100000
Fès,2016,Automatique,Diesel,224999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,9,230000
Béni Mellal,2025,Manuelle,Diesel,7499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,160000
Casablanca,2025,Automatique,Hybride,7499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,415000
Khénifra,2023,Manuelle,Diesel,32499.5,Renault,Captur,5.0,WW au Maroc,Oui,6,224000
Oujda,2023,Manuelle,Diesel,77499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,185000
Fès,2013,Automatique,Diesel,224999.5,Volkswagen,Touareg,5.0,WW au Maroc,Non,12,130000
Kénitra,2020,Automatique,Diesel,134999.5,Peugeot,3008,5.0,Dédouanée,Non,6,230000
Dakhla,2013,Manuelle,Essence,104999.5,Citroën,C3,5.0,Dédouanée,Non,6,80000
Rabat,2014,Manuelle,Diesel,164999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,104000
Salé,2019,Manuelle,Diesel,134999.5,Dacia,Dokker,5.0,WW au Maroc,Oui,6,135000
Tétouan,2011,Automatique,Diesel,22499.5,Kia,Sportage,5.0,WW au Maroc,Non,8,113000
Safi,2021,Automatique,Diesel,134999.5,BMW,Série 5,5.0,WW au Maroc,Non,8,358000
Casablanca,2021,Manuelle,Essence,62499.5,Hyundai,i10,5.0,WW au Maroc,Oui,5,108000
Salé,2017,Manuelle,Diesel,87499.5,Dacia,Duster,5.0,WW au Maroc,Non,6,149000
Oujda,1996,Manuelle,Essence,224999.5,Renault,R19,5.0,Dédouanée,Non,8,25000
Casablanca,2016,Automatique,Diesel,154999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Non,8,210000
Rabat,2019,Automatique,Diesel,104999.5,Mercedes-Benz,Classe A,5.0,Dédouanée,Non,7,320000
Mohammedia,2022,Automatique,Diesel,77499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,260000
Agadir,1999,Manuelle,Essence,374999.5,Fiat,Palio,5.0,Dédouanée,Non,6,35000
Tanger,2007,Manuelle,Diesel,224999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,67000
El Kelâa des Sraghna,2012,Manuelle,Diesel,274999.5,Dacia,Duster,5.0,WW au Maroc,Non,7,120000
Fès,2017,Automatique,Diesel,124999.5,Seat,Leon,5.0,WW au Maroc,Non,6,160000
Tamesna,2014,Automatique,Essence,224999.5,Peugeot,508,5.0,WW au Maroc,Non,9,125000
Casablanca,2021,Automatique,Diesel,82499.5,Ford,Focus,5.0,WW au Maroc,Oui,6,205000
Marrakech,2023,Automatique,Diesel,37499.5,Renault,Megane,5.0,WW au Maroc,Non,6,265000
Oued Zem,2015,Manuelle,Diesel,224999.5,Peugeot,3008,5.0,Dédouanée,Non,7,160000
Fès,2011,Manuelle,Diesel,274999.5,Volkswagen,Passat,5.0,WW au Maroc,Oui,8,125000
Casablanca,2005,Manuelle,Diesel,194999.5,Renault,Megane,5.0,WW au Maroc,Non,6,56000
Meknès,2023,Manuelle,Diesel,47499.5,Renault,Express,5.0,WW au Maroc,Oui,6,175000
Casablanca,2023,Manuelle,Diesel,87499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,135000
Rabat,2019,Manuelle,Diesel,134999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,112000
Casablanca,2017,Manuelle,Diesel,104999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,118000
Casablanca,2016,Manuelle,Diesel,194999.5,Renault,Clio,5.0,WW au Maroc,Non,6,92000
Marrakech,2017,Manuelle,Diesel,154999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,118000
Marrakech,2023,Manuelle,Diesel,104999.5,Renault,Express,3.0,WW au Maroc,Oui,6,158000
Taza,2007,Manuelle,Essence,2499.5,Renault,Megane,5.0,Importée neuve,Non,8,39000
Fès,2016,Manuelle,Diesel,224999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,95000
Midelt,2018,Manuelle,Diesel,194999.5,Volkswagen,Touran,5.0,Dédouanée,Oui,6,209000
Bir Jdid,2012,Manuelle,Diesel,72499.5,Renault,Kangoo,3.0,WW au Maroc,Non,6,75000
Agadir,2022,Automatique,Diesel,154999.5,Kia,Seltos,5.0,Dédouanée,Oui,6,220000
Casablanca,2015,Automatique,Essence,92499.5,Fiat,500,3.0,WW au Maroc,Non,6,100000
Berrechid,2003,Manuelle,Diesel,32499.5,Ford,Fiesta,3.0,Dédouanée,Non,6,55000
Salé,2024,Automatique,Hybride,47499.5,BYD,Seal U,5.0,WW au Maroc,Oui,8,305000
Khouribga,2020,Automatique,Diesel,114999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,250000
Tan-Tan,2019,Manuelle,Essence,184999.5,Dacia,Logan,5.0,WW au Maroc,Non,7,92000
Taounate,2019,Automatique,Diesel,174999.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,147000
Agadir,2018,Automatique,Diesel,154999.5,Hyundai,Tucson,5.0,Dédouanée,Oui,6,225000
Marrakech,2020,Manuelle,Diesel,82499.5,Dacia,Sandero,5.0,Dédouanée,Oui,6,75000
Salé,2022,Manuelle,Diesel,104999.5,Citroën,C-Elysée,5.0,WW au Maroc,Non,6,130000
Salé,2018,Manuelle,Diesel,124999.5,Peugeot,208,5.0,WW au Maroc,Non,6,130000
Tétouan,2015,Automatique,Diesel,184999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8,195000
Temara,2017,Automatique,Diesel,184999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,9,255000
Kénitra,2019,Automatique,Hybride,47499.5,Land Rover,Range Rover Sport,5.0,Importée neuve,Oui,11,750000
Agadir,2014,Manuelle,Diesel,324999.5,Ford,Kuga,5.0,WW au Maroc,Non,8,125000
Casablanca,2018,Automatique,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Non,6,136000
Fès,2019,Manuelle,Diesel,174999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,230000
Fès,2022,Automatique,Hybride,42499.5,Toyota,C-HR,5.0,WW au Maroc,Oui,10,230000
Fès,2017,Manuelle,Diesel,194999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,110000
Casablanca,2019,Automatique,Diesel,134999.5,Jaguar,XF,5.0,WW au Maroc,Oui,8,245000
Agadir,2017,Automatique,Diesel,164999.5,Mercedes-Benz,Classe E,5.0,Importée neuve,Oui,9,300000
Had Soualem,2005,Manuelle,Essence,154999.5,Renault,Megane,5.0,WW au Maroc,Non,9,45000
Rabat,2015,Manuelle,Essence,164999.5,Ford,Mustang,3.0,Dédouanée,Non,13,270000
El Kelâa des Sraghna,1998,Manuelle,Essence,224999.5,BMW,Série 5,5.0,WW au Maroc,Non,14,47000
Casablanca,2008,Manuelle,Diesel,114999.5,Citroën,Xsara,5.0,WW au Maroc,Oui,6,86000
Salé,2008,Automatique,Diesel,224999.5,Audi,A4,5.0,WW au Maroc,Non,8,140000
Dcheïra El Jihadia,2023,Manuelle,Diesel,124999.5,Renault,Clio,5.0,WW au Maroc,Non,6,149000
Mohammedia,2008,Manuelle,Diesel,324999.5,Volkswagen,Passat,5.0,Dédouanée,Non,8,80000
Meknès,2002,Manuelle,Diesel,274999.5,Peugeot,307,5.0,WW au Maroc,Non,8,52000
Casablanca,2009,Manuelle,Diesel,194999.5,Ford,C Max,5.0,Dédouanée,Non,6,83000
Casablanca,2020,Automatique,Diesel,274999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,169000
Tanger,2022,Manuelle,Diesel,134999.5,Dacia,Duster,5.0,Dédouanée,Non,7,230000
Casablanca,2015,Manuelle,Essence,174999.5,Ford,Fiesta,5.0,Dédouanée,Non,6,100000
Casablanca,2020,Automatique,Diesel,194999.5,Volkswagen,Jetta,3.0,WW au Maroc,Non,8,190000
Meknès,2018,Automatique,Diesel,184999.5,BMW,X2,5.0,WW au Maroc,Oui,8,300000
Marrakech,2014,Automatique,Diesel,144999.5,BMW,Série 4,5.0,WW au Maroc,Non,8,225000
Nador,1992,Manuelle,Diesel,274999.5,Mercedes-Benz,190,5.0,Dédouanée,Oui,7,80000
